sessionId,timestamp,itemId,category
1,2022-04-30T21:17:16Z,59508,583
1,2022-04-30T21:17:16Z,59508,583
1,2022-04-30T21:21:35Z,32914,583
1,2022-04-30T21:21:35Z,32914,583
1,2022-04-30T21:22:03Z,11859,583
2,2022-05-27T16:21:05Z,1702,343
2,2022-05-27T16:21:05Z,1702,343
2,2022-05-27T16:21:21Z,1157,343
2,2022-05-27T16:21:21Z,1157,343
2,2022-05-27T16:21:24Z,19175,343
2,2022-05-27T16:21:24Z,19175,343
2,2022-05-27T16:21:26Z,14735,343
2,2022-05-27T16:21:26Z,14735,343
2,2022-05-27T16:21:28Z,45370,343
2,2022-05-27T16:21:28Z,45370,343
2,2022-05-27T16:21:32Z,23446,343
2,2022-05-27T16:21:32Z,23446,343
3,2022-03-02T19:43:25Z,44570,43
3,2022-03-02T19:45:52Z,44570,43
3,2022-03-02T19:50:57Z,28252,43
3,2022-03-02T19:50:57Z,28252,43
3,2022-03-02T19:51:02Z,44570,43
3,2022-03-02T19:51:06Z,27870,43
3,2022-03-02T19:51:06Z,27870,43
3,2022-03-02T19:51:10Z,44570,43
3,2022-03-02T19:51:13Z,31851,43
4,2022-03-16T14:54:07Z,40609,527
4,2022-03-16T14:54:07Z,40609,527
5,2022-05-05T03:12:10Z,41358,499
5,2022-05-05T03:12:10Z,41358,499
5,2022-05-05T03:15:28Z,29843,499
5,2022-05-05T03:17:19Z,5058,499
5,2022-05-05T03:17:19Z,5058,499
6,2022-04-28T14:26:10Z,44643,464
6,2022-04-28T14:26:10Z,44643,464
6,2022-04-28T14:26:28Z,7389,464
6,2022-04-28T14:26:28Z,7389,464
8,2022-04-27T02:47:53Z,45633,274
8,2022-04-27T02:48:30Z,10708,274
8,2022-04-27T02:48:30Z,10708,274
8,2022-04-27T02:48:52Z,37483,274
8,2022-04-27T02:49:46Z,37483,274
8,2022-04-27T02:49:46Z,37483,274
8,2022-04-27T02:49:49Z,10708,274
8,2022-04-27T03:01:01Z,11138,274
8,2022-04-27T03:01:01Z,11138,274
8,2022-04-27T03:01:42Z,16492,274
10,2022-03-03T18:37:14Z,59161,251
10,2022-03-03T18:37:14Z,59161,251
10,2022-03-03T18:39:25Z,32796,251
10,2022-03-03T18:39:25Z,32796,251
10,2022-03-03T18:40:14Z,10128,251
10,2022-03-03T18:40:14Z,10128,251
10,2022-03-03T18:41:01Z,60046,251
10,2022-03-03T18:41:01Z,60046,251
10,2022-03-03T18:41:12Z,11341,251
10,2022-03-03T18:41:12Z,11341,251
10,2022-03-03T18:41:52Z,37073,251
10,2022-03-03T18:41:52Z,37073,251
11,2022-04-22T18:04:00Z,16370,249
12,2022-05-03T23:05:58Z,12109,341
12,2022-05-03T23:05:58Z,12109,341
13,2022-04-10T08:12:49Z,35480,207
15,2022-05-26T19:23:27Z,933,150
15,2022-05-26T19:23:28Z,933,150
15,2022-05-26T19:23:47Z,48801,150
15,2022-05-26T19:24:03Z,41700,150
15,2022-05-26T19:24:19Z,52987,150
15,2022-05-26T19:25:04Z,41700,150
15,2022-05-26T19:26:45Z,3183,150
15,2022-05-26T19:26:45Z,3183,150
15,2022-05-26T19:27:45Z,54051,150
15,2022-05-26T19:27:45Z,54051,150
15,2022-05-26T19:30:04Z,31854,150
15,2022-05-26T19:30:04Z,31854,150
15,2022-05-26T19:31:06Z,52200,150
15,2022-05-26T19:31:06Z,52200,150
16,2022-04-05T03:57:01Z,52720,551
16,2022-04-05T03:57:01Z,52720,551
16,2022-04-05T04:02:13Z,52720,551
16,2022-04-05T04:05:14Z,6357,527
16,2022-04-05T04:05:14Z,6357,527
17,2022-05-13T12:43:38Z,22338,102
17,2022-05-13T12:43:38Z,22338,102
18,2022-05-26T04:57:11Z,61775,16
18,2022-05-26T04:57:11Z,61775,16
18,2022-05-26T04:57:34Z,46313,16
18,2022-05-26T04:57:34Z,46313,16
18,2022-05-26T04:57:47Z,13016,16
19,2022-05-19T02:03:22Z,58735,467
19,2022-05-19T02:09:17Z,11160,467
19,2022-05-19T02:09:17Z,11160,467
20,2022-05-19T17:24:01Z,43844,386
20,2022-05-19T17:24:01Z,43844,386
20,2022-05-19T17:24:30Z,37858,386
20,2022-05-19T17:24:43Z,134,386
21,2022-05-17T07:36:48Z,47480,446
21,2022-05-17T07:36:48Z,47480,446
21,2022-05-17T07:48:57Z,22389,446
21,2022-05-17T07:51:19Z,31365,446
21,2022-05-17T07:51:19Z,31365,446
21,2022-05-17T08:05:14Z,1712,194
21,2022-05-17T08:05:14Z,1712,194
21,2022-05-17T08:06:28Z,36205,194
21,2022-05-17T08:06:40Z,32487,194
21,2022-05-17T08:06:41Z,36205,194
21,2022-05-17T08:06:44Z,32487,194
21,2022-05-17T08:10:57Z,2607,194
21,2022-05-17T08:13:22Z,22160,194
21,2022-05-17T08:13:22Z,22160,194
21,2022-05-17T08:28:44Z,42485,194
21,2022-05-17T08:29:09Z,4133,194
21,2022-05-17T08:29:36Z,18706,194
21,2022-05-17T08:30:18Z,21606,194
22,2022-03-10T05:00:23Z,51799,29
22,2022-03-10T05:00:24Z,51799,29
22,2022-03-10T05:00:45Z,2211,29
23,2022-03-08T15:14:39Z,30172,527
23,2022-03-08T15:14:55Z,46759,527
24,2022-05-03T01:08:11Z,41646,625
24,2022-05-03T01:08:11Z,41646,625
24,2022-05-03T01:10:43Z,33005,625
24,2022-05-03T01:10:43Z,33005,625
24,2022-05-03T01:11:12Z,9664,625
24,2022-05-03T01:11:12Z,9664,625
24,2022-05-03T01:13:15Z,10271,625
24,2022-05-03T01:26:56Z,60639,527
24,2022-05-03T01:26:56Z,60639,527
25,2022-04-24T17:27:52Z,50641,527
25,2022-04-24T17:27:52Z,50641,527
26,2022-05-05T17:24:40Z,991,271
26,2022-05-05T17:24:40Z,991,271
26,2022-05-05T17:25:38Z,24336,271
26,2022-05-05T17:26:20Z,10132,271
27,2022-05-17T01:06:24Z,11605,486
27,2022-05-17T01:06:40Z,31820,486
27,2022-05-17T01:06:40Z,31820,486
27,2022-05-17T01:06:40Z,31820,486
27,2022-05-17T01:06:40Z,31820,486
27,2022-05-17T01:06:44Z,25206,486
27,2022-05-17T01:07:05Z,11605,486
27,2022-05-17T01:07:08Z,11605,486
27,2022-05-17T01:07:09Z,11605,486
27,2022-05-17T01:07:12Z,31820,486
27,2022-05-17T01:07:12Z,31820,486
27,2022-05-17T01:07:14Z,53747,486
27,2022-05-17T01:07:28Z,31820,486
27,2022-05-17T01:07:28Z,31820,486
27,2022-05-17T01:07:31Z,14774,486
27,2022-05-17T01:07:31Z,14774,486
27,2022-05-17T01:07:37Z,19354,486
27,2022-05-17T01:09:43Z,19354,486
27,2022-05-17T01:09:44Z,47992,486
27,2022-05-17T01:15:39Z,23420,135
28,2022-04-29T22:06:10Z,43018,274
28,2022-04-29T22:06:10Z,43018,274
28,2022-04-29T22:06:36Z,48843,274
28,2022-04-29T22:06:36Z,48843,274
29,2022-04-02T23:37:23Z,55872,298
29,2022-04-02T23:37:23Z,55872,298
30,2022-05-02T17:15:05Z,10903,551
30,2022-05-02T17:15:24Z,55495,551
30,2022-05-02T17:16:12Z,3674,551
30,2022-05-02T17:19:54Z,49506,235
30,2022-05-02T17:20:25Z,55659,235
31,2022-03-16T00:23:12Z,60193,486
31,2022-03-16T00:23:12Z,60193,486
32,2022-05-05T00:11:57Z,56449,424
32,2022-05-05T00:11:57Z,56449,424
32,2022-05-05T00:14:00Z,56449,424
32,2022-05-05T00:14:00Z,56449,424
32,2022-05-05T00:15:13Z,56449,424
32,2022-05-05T00:15:14Z,56449,424
32,2022-05-05T00:15:50Z,56449,424
32,2022-05-05T00:15:50Z,56449,424
32,2022-05-05T00:24:25Z,56449,424
32,2022-05-05T00:24:25Z,56449,424
32,2022-05-05T00:26:52Z,32357,424
32,2022-05-05T00:27:37Z,30278,424
32,2022-05-05T00:27:37Z,30278,424
32,2022-05-05T00:27:51Z,32357,424
32,2022-05-05T00:28:10Z,38097,424
32,2022-05-05T00:28:10Z,38097,424
32,2022-05-05T00:28:15Z,48783,424
32,2022-05-05T00:28:51Z,36880,424
32,2022-05-05T00:28:51Z,36880,424
32,2022-05-05T00:29:28Z,48044,424
32,2022-05-05T00:29:28Z,48044,424
32,2022-05-05T00:32:46Z,43600,424
32,2022-05-05T00:32:49Z,46210,424
32,2022-05-05T00:32:58Z,43600,424
32,2022-05-05T00:33:00Z,46210,424
32,2022-05-05T00:33:15Z,43600,424
32,2022-05-05T00:35:42Z,38097,424
32,2022-05-05T00:35:42Z,38097,424
32,2022-05-05T00:35:56Z,30278,424
32,2022-05-05T00:35:56Z,30278,424
33,2022-05-18T02:57:46Z,36880,424
33,2022-05-18T02:57:46Z,36880,424
33,2022-05-18T02:59:23Z,43922,424
34,2022-03-30T00:15:59Z,24342,316
34,2022-03-30T00:15:59Z,24342,316
35,2022-04-19T21:03:43Z,54984,316
35,2022-04-19T21:03:43Z,54984,316
36,2022-05-03T23:35:01Z,51869,424
36,2022-05-03T23:35:01Z,51869,424
36,2022-05-04T00:03:28Z,651,424
36,2022-05-04T00:03:28Z,651,424
36,2022-05-04T00:29:08Z,51869,424
36,2022-05-04T00:29:08Z,51869,424
37,2022-05-04T01:10:48Z,40867,316
37,2022-05-04T01:10:48Z,40867,316
37,2022-05-04T01:11:01Z,16268,316
37,2022-05-04T01:11:11Z,25673,316
37,2022-05-04T01:11:15Z,58297,316
37,2022-05-04T01:11:37Z,58297,316
37,2022-05-04T01:11:38Z,23809,316
37,2022-05-04T01:11:38Z,23809,316
37,2022-05-04T01:11:53Z,16268,316
37,2022-05-04T01:11:55Z,40867,316
37,2022-05-04T01:11:55Z,40867,316
37,2022-05-04T01:11:57Z,58297,316
37,2022-05-04T01:11:58Z,40867,316
37,2022-05-04T01:11:58Z,40867,316
38,2022-04-11T16:08:01Z,19579,78
38,2022-04-11T16:08:01Z,19579,78
39,2022-03-23T00:08:50Z,60079,381
39,2022-03-23T00:08:50Z,60079,381
39,2022-03-23T00:10:53Z,60079,381
39,2022-03-23T00:10:54Z,60079,381
39,2022-03-23T00:14:17Z,45285,381
39,2022-03-23T00:22:44Z,60079,381
39,2022-03-23T00:22:44Z,60079,381
39,2022-03-23T00:23:31Z,60079,381
39,2022-03-23T00:23:31Z,60079,381
39,2022-03-23T00:24:13Z,60079,381
39,2022-03-23T00:24:13Z,60079,381
39,2022-03-23T00:28:05Z,5068,381
39,2022-03-23T00:28:05Z,5068,381
40,2022-04-15T23:14:55Z,18710,92
40,2022-04-15T23:14:55Z,18710,92
41,2022-03-29T01:24:31Z,42461,530
41,2022-03-29T01:24:31Z,42461,530
42,2022-05-13T02:28:13Z,28023,604
42,2022-05-13T02:28:13Z,28023,604
44,2022-05-21T23:39:29Z,18216,578
44,2022-05-21T23:39:29Z,18216,578
45,2022-04-09T07:03:32Z,18905,46
45,2022-04-09T07:03:32Z,18905,46
46,2022-04-16T07:04:36Z,39585,471
