sessionId,timestamp,itemId,category
1,2022-04-30T21:17:16Z,f32c3987-78ba-395d-a0dc-80e9963d0409,Tokyo_Japan
1,2022-04-30T21:17:16Z,f32c3987-78ba-395d-a0dc-80e9963d0409,Tokyo_Japan
1,2022-04-30T21:21:35Z,859e925d-c5dc-3ff9-bb29-3b4068447b4e,Tokyo_Japan
1,2022-04-30T21:21:35Z,859e925d-c5dc-3ff9-bb29-3b4068447b4e,Tokyo_Japan
1,2022-04-30T21:22:03Z,303db5b7-cd9b-39c0-a8d7-926d9fafb112,Tokyo_Japan
2,2022-05-27T16:21:05Z,06e27362-b7be-331d-a764-b44edae9145b,Maui_Hawaii
2,2022-05-27T16:21:05Z,06e27362-b7be-331d-a764-b44edae9145b,Maui_Hawaii
2,2022-05-27T16:21:21Z,04d34391-63cd-39a7-9f51-7603797e192a,Maui_Hawaii
2,2022-05-27T16:21:21Z,04d34391-63cd-39a7-9f51-7603797e192a,Maui_Hawaii
2,2022-05-27T16:21:24Z,4e9e49e5-4dfa-365a-9f51-4a06bdf5c4f2,Maui_Hawaii
2,2022-05-27T16:21:24Z,4e9e49e5-4dfa-365a-9f51-4a06bdf5c4f2,Maui_Hawaii
2,2022-05-27T16:21:26Z,3c3cc3e3-b892-3ad9-8ae0-04a693c27ca5,Maui_Hawaii
2,2022-05-27T16:21:26Z,3c3cc3e3-b892-3ad9-8ae0-04a693c27ca5,Maui_Hawaii
2,2022-05-27T16:21:28Z,b8c21a9b-e69f-3814-8ebf-e44389ea44d0,Maui_Hawaii
2,2022-05-27T16:21:28Z,b8c21a9b-e69f-3814-8ebf-e44389ea44d0,Maui_Hawaii
2,2022-05-27T16:21:32Z,5fb922f7-1ca0-3374-9f2e-dcee3103cd7e,Maui_Hawaii
2,2022-05-27T16:21:32Z,5fb922f7-1ca0-3374-9f2e-dcee3103cd7e,Maui_Hawaii
3,2022-03-02T19:43:25Z,b56fe0d2-b950-3c38-b4e5-5b72894d9bfe,Bali_Indonesia
3,2022-03-02T19:45:52Z,b56fe0d2-b950-3c38-b4e5-5b72894d9bfe,Bali_Indonesia
4,2022-03-02T19:50:57Z,73521b7b-8fa1-3ad1-8d6b-9c9e9c3c8965,Bali_Indonesia
4,2022-03-02T19:50:57Z,73521b7b-8fa1-3ad1-8d6b-9c9e9c3c8965,Bali_Indonesia
4,2022-03-02T19:51:02Z,b56fe0d2-b950-3c38-b4e5-5b72894d9bfe,Bali_Indonesia
4,2022-03-02T19:51:06Z,71a68ad4-5f30-3f65-8078-2320be461f17,Bali_Indonesia
4,2022-03-02T19:51:06Z,71a68ad4-5f30-3f65-8078-2320be461f17,Bali_Indonesia
4,2022-03-02T19:51:10Z,b56fe0d2-b950-3c38-b4e5-5b72894d9bfe,Bali_Indonesia
4,2022-03-02T19:51:13Z,814b7213-9316-38d1-8e90-708e491ed0f3,Bali_Indonesia
5,2022-03-16T14:54:07Z,a52cefed-7402-38fe-93dd-828618b5886a,Santorini_Greece
5,2022-03-16T14:54:07Z,a52cefed-7402-38fe-93dd-828618b5886a,Santorini_Greece
